pred,actual,gated,active
-0.00028204152,0.010073438,0.0,0
-0.00021664797,-0.015550424,0.0,0
-0.00015222117,-0.027020331,0.0,0
-0.00011216122,-0.030422792,0.0,0
-7.271446e-05,-0.026824227,0.0,0
-4.0112478e-05,-0.03614883,0.0,0
-1.1854389e-05,-0.030483637,0.0,0
1.094645e-05,-0.0101188375,0.0,0
4.103542e-05,0.0037889713,0.0,0
7.670488e-05,0.009840274,0.0,0
0.00013301591,0.0074434066,0.0,0
0.0001602862,0.026721127,0.0,0
0.00018575536,0.021069298,0.0,0
0.00021957417,-0.0068749674,0.0,0
0.00025951487,-0.010497563,0.0,0
0.0002811325,0.0031257847,0.0,0
0.00030572826,0.005456921,0.0,0
0.00036032332,0.01262083,0.0,0
0.00043603923,0.03018658,0.0,0
0.0005309912,0.033731893,0.0,0
0.0006120116,0.029595964,0.0,0
0.0006888815,0.018505076,0.0,0
0.000753875,0.0078521,0.0,0
0.0008035866,0.011369196,0.0,0
0.00086510566,0.023224298,0.0,0
0.0009316662,0.015922276,0.0,0
0.0009919885,0.015430745,0.0,0
0.001044581,0.016606588,0.0,0
0.0011072323,0.014243288,0.0,0
0.0011748458,-0.00021478988,0.0,0
0.001234006,-0.005523825,0.0,0
0.0012654738,0.00027345296,0.0,0
0.0012794546,-0.00039370626,0.0,0
0.0013028504,-0.010234122,0.0,0
0.0013241263,-0.01347836,0.0,0
0.0013387455,0.0018356523,0.0,0
0.0013629365,-0.004019121,0.0,0
0.0014020801,-0.0027704642,0.0,0
0.0014451501,0.016533209,0.0,0
0.0014771412,0.0224392,0.0,0
0.0014954207,0.013165389,0.0,0
0.0015116102,0.014647791,0.0,0
0.0015310989,0.015871214,0.0,0
0.0015531841,0.012513938,0.0,0
0.0015750115,0.015090766,0.0,0
0.0015897024,0.01582383,0.0,0
0.0016053774,0.020974511,0.0016053774,1
0.0016266598,0.020782012,0.0016266598,1
0.0016484596,0.009618124,0.0016484596,1
0.0016655603,0.0056829886,0.0016655603,1
0.001684218,0.0029954377,0.001684218,1
0.0017087498,-0.0007180724,0.0017087498,1
0.0017416793,-0.0016639027,0.0017416793,1
0.0017692428,0.0017723177,0.0017692428,1
0.0017902657,-0.0007576257,0.0017902657,1
0.0018030916,0.004996398,0.0018030916,1
0.0018174433,0.00726052,0.0018174433,1
0.0018390634,0.010792478,0.0018390634,1
0.0018624589,0.015378775,0.0018624589,1
0.001867662,0.0205788,0.001867662,1
0.0018764476,0.018609766,0.0018764476,1
0.0018909568,0.022672024,0.0018909568,1
0.0019048752,0.008582237,0.0019048752,1
0.0019137126,0.008650713,0.0019137126,1
0.0019097461,0.010474015,0.0019097461,1
0.0019129909,0.016177254,0.0019129909,1
0.0019259505,-0.00810097,0.0019259505,1
0.0019400629,-0.007153712,0.0019400629,1
0.001940535,-0.019651508,0.001940535,1
0.0019451447,-0.011864224,0.0019451447,1
0.0019591951,-0.019667553,0.0019591951,1
0.0019803077,-0.028835421,0.0019803077,1
0.0019903104,-0.026218282,0.0019903104,1
0.0019867125,-0.008337857,0.0019867125,1
0.001978831,-0.018127728,0.001978831,1
0.0019735775,-0.021473339,0.0019735775,1
0.0019685444,0.017535958,0.0019685444,1
