pred,actual,gated,active
0.00036722867,-0.0020135846,0.0,0
0.0003658889,-0.0072390586,0.0,0
0.00036155974,0.0010911224,0.0,0
0.00035708203,-0.012334336,0.0,0
0.0003523764,0.011099194,0.0,0
0.000357813,-0.000374631,0.0,0
0.00035878635,0.0014454932,0.0,0
0.00035883262,-0.009456981,0.0,0
0.00036074454,0.007444798,0.0,0
0.00036559821,-0.014550689,0.0,0
0.0003678649,-0.012021354,0.0,0
0.0003698435,-0.002056507,0.0,0
0.00037953834,-0.0057806023,0.0,0
0.0003885421,-0.0022081602,0.0,0
0.00039920938,-0.008758548,0.00039920938,1
0.00040991922,0.008731249,0.00040991922,1
0.00042329932,0.011964576,0.00042329932,1
0.00043567366,0.00021301006,0.00043567366,1
0.0004423561,-0.00457643,0.0004423561,1
0.00044843188,0.010209143,0.00044843188,1
0.00045754763,0.0031784486,0.00045754763,1
0.0004591586,-0.015730513,0.0004591586,1
0.00045898737,-0.0034354387,0.00045898737,1
0.00046901745,0.009128437,0.00046901745,1
0.00048266994,0.01255674,0.00048266994,1
0.0004886441,0.010326124,0.0004886441,1
0.0004897532,0.0013434299,0.0004897532,1
0.00048630484,-5.8356136e-06,0.00048630484,1
0.00048266936,0.0050909477,0.00048266936,1
0.00047951276,0.0016493988,0.00047951276,1
0.00047203182,-0.00024130408,0.00047203182,1
0.00046570998,0.0048378133,0.00046570998,1
0.00046395013,0.011715928,0.00046395013,1
0.00046009847,-0.0020816678,0.00046009847,1
0.00045112797,0.0011647735,0.00045112797,1
0.00044287558,0.0009163899,0.00044287558,1
0.00043778485,0.0025018742,0.00043778485,1
0.00043407205,-0.002706123,0.00043407205,1
0.00042948144,-0.007380789,0.00042948144,1
0.00042568785,0.007001043,0.00042568785,1
0.00042714513,0.00024880187,0.00042714513,1
0.000422032,-0.0073670465,0.000422032,1
0.00041852208,-0.005975035,0.00041852208,1
0.00041821488,0.008027876,0.00041821488,1
0.00042169428,0.0011160827,0.00042169428,1
0.0004255457,0.0015028091,0.0004255457,1
0.0004271486,0.011847651,0.0004271486,1
0.00042723626,-0.00019981663,0.00042723626,1
0.0004288032,-0.0011152198,0.0004288032,1
0.00042919838,0.0025808546,0.00042919838,1
0.00043054653,0.0027103813,0.00043054653,1
0.00042904678,0.008503673,0.00042904678,1
0.00042098714,0.0023446558,0.00042098714,1
0.00041727436,-0.0003938607,0.00041727436,1
0.00041378508,0.0076643866,0.00041378508,1
0.0004130676,0.0025213275,0.0004130676,1
0.00041389247,-0.002525932,0.00041389247,1
0.00041174173,-0.0015621304,0.00041174173,1
0.000408844,-0.0030651717,0.000408844,1
0.0004081164,0.0039335904,0.0004081164,1
0.00040599078,0.0015724312,0.00040599078,1
0.0004051241,0.0009073212,0.0004051241,1
0.0004047465,-0.004083652,0.0004047465,1
0.0004006274,0.002675564,0.0004006274,1
0.00040310135,0.006195318,0.00040310135,1
0.00039641862,0.0050844443,0.00039641862,1
0.0003922805,0.0054487656,0.0003922805,1
0.00038755263,0.0010166989,0.00038755263,1
0.00038484865,0.00074107194,0.00038484865,1
0.00037878848,0.010208066,0.00037878848,1
0.00037395064,-0.008763028,0.0,0
0.0003663188,0.0055170273,0.0,0
0.00035711372,0.0028262027,0.0,0
0.0003481636,0.006389376,0.0,0
0.00033804742,-0.013927543,0.0,0
0.00032582876,-0.007816403,0.0,0
0.00031522717,-0.0071402653,0.0,0
0.00031107123,0.010792036,0.0,0
0.000310994,-0.0015581027,0.0,0
0.00031143668,-0.023149094,0.0,0
0.00030856117,-0.0051426203,0.0,0
0.00031586929,0.011090469,0.0,0
0.00032898356,0.00081331015,0.0,0
0.00033060438,-0.004960172,0.0,0
0.00032591246,0.015793398,0.0,0
0.00032952285,-0.013693502,0.0,0
0.00033590518,-0.018381862,0.0,0
0.00034670488,-0.029968798,0.0,0
0.00036194068,0.010354086,0.0,0
0.00039085187,-0.007734647,0.0,0
0.00041299246,0.023042612,0.0,0
0.0004359036,0.004671677,0.0,0
0.0004502424,4.3033997e-05,0.0,0
0.00045156555,0.01684758,0.0,0
0.00045355363,0.0038237283,0.00045355363,1
0.00045763262,0.016133247,0.00045763262,1
0.00046024253,0.0019897793,0.00046024253,1
0.00046744346,0.009722285,0.00046744346,1
0.00047088545,-0.0019845555,0.00047088545,1
0.00046849836,0.004239677,0.00046849836,1
0.0004619253,-0.008932806,0.0004619253,1
0.00045742307,0.011483371,0.00045742307,1
0.00045694734,-0.0031537267,0.00045694734,1
0.00044964525,0.0015951961,0.00044964525,1
0.00043670344,-0.005975973,0.00043670344,1
0.00042228407,-3.9379087e-05,0.00042228407,1
0.0004161809,0.010093052,0.0004161809,1
0.00041119443,-0.021151075,0.00041119443,1
0.00040858256,-0.0016025435,0.0,0
0.00041570934,-0.0030180179,0.0,0
0.0004213686,-0.01726025,0.0,0
0.00042691888,0.0115800705,0.0,0
0.00043853503,0.004472673,0.00043853503,1
0.00044807576,0.0106650265,0.00044807576,1
0.00045555257,0.0074953027,0.00045555257,1
0.0004632131,0.0054077115,0.0004632131,1
0.00046828017,0.0012566297,0.00046828017,1
0.0004740315,0.0002645501,0.0004740315,1
0.0004784461,-0.002896456,0.0004784461,1
0.00047833534,0.016976854,0.00047833534,1
0.00048388354,-0.0019410274,0.00048388354,1
0.00049054914,0.002809273,0.00049054914,1
0.0004974376,0.0025111788,0.0004974376,1
0.00049667945,-0.0018612491,0.00049667945,1
0.000488336,0.004038676,0.000488336,1
0.00048468713,-0.0012532169,0.00048468713,1
0.000484078,0.004236553,0.000484078,1
0.00048499004,-0.009324107,0.00048499004,1
0.0004864061,0.0001383909,0.0004864061,1
0.00049326854,-0.0016814135,0.00049326854,1
0.0005006863,0.008970249,0.0005006863,1
0.0005109026,-0.009586021,0.0005109026,1
0.000513927,0.009689348,0.000513927,1
0.0005173623,0.0071134125,0.0005173623,1
0.00052167865,-0.0020701229,0.00052167865,1
0.0005253941,0.0060518477,0.0005253941,1
0.00052121613,0.007707667,0.00052121613,1
0.0005115597,-0.007609466,0.0005115597,1
0.0004969086,0.004679146,0.0004969086,1
0.0004897759,-0.00017116047,0.0004897759,1
0.00048546537,0.0039715525,0.00048546537,1
0.00047664816,-0.0018227696,0.00047664816,1
0.00046170532,-0.00047485388,0.00046170532,1
0.00045384123,-0.009191323,0.00045384123,1
0.00045048684,0.002145772,0.00045048684,1
